item_id,item_name,brand,desc_item,i_type,likes,dislikes,exp_date,spm_id,cost,department,size
3914,"tellus faucibus leo,",National,MEXICAN SAUCESSALSAPICANTEE,HISPANIC,,,4/16/2021,1,94.92,GROCERY,16 OZ
3915,Aliquam nec,National,FRZN SS PREMIUM ENTREES/DNRS/T,FRZN MEAT/MEAT DINNERS,,,8/14/2020,1,67.42,GROCERY,9.6 OZ
3916,"tellus. Phasellus elit pede, malesuada",National,YOGURT,REFRIGERATED,,,12/13/2020,1,33.96,NUTRITION,4 OZ
3917,justo sit amet nulla. Donec,National,FIREWOOD,CHARCOAL AND LIGHTER FLUID,,,7/21/2020,1,11.38,DRUG GM, 
3918,Aenean gravida nunc,National,YOGURT NOT MULTI-PACKS,YOGURT,,,2/14/2021,1,46.4,GROCERY,6 OZ
3919,Donec,National,CORN,VEGETABLES - SHELF STABLE,,,1/5/2021,1,75.21,GROCERY,14.75 OZ
3920,neque pellentesque massa,Private,JELLY,PNT BTR/JELLY/JAMS,,,3/21/2021,1,91.46,GROCERY,21 OZ
3921,"auctor,",National,CANOLA OILS,SHORTENING/OIL,,,10/17/2020,1,69.08,GROCERY,48 OZ
3922,Suspendisse,Private,LAXATIVES,LAXATIVES,,,11/6/2020,1,54.77,DRUG GM, 
3923,In,National,PUDDING&GELATIN CUPS/CANS,DRY MIX DESSERTS,,,3/10/2021,1,2.79,GROCERY,14.0 OZ
3924,Praesent eu,National,CIGARETTES,CIGARETTES,,,5/20/2021,1,96.02,DRUG GM,PCK
3925,"at,",Private,REFRIG DIPS,MILK BY-PRODUCTS,,,11/1/2020,1,99.47,GROCERY,16 OZ
3926,Integer vitae nibh. Donec,National,TOILET TISSUE,BATH TISSUES,,,9/13/2020,1,17.15,GROCERY,83.5 SQ FT
3927,lectus pede et risus.,Private,CATSUP,CONDIMENTS/SAUCES,,,4/4/2021,1,51.31,GROCERY,14 OZ
3928,ac tellus. Suspendisse,National,SOFT DRINK POWDER POUCHES,PWDR/CRYSTL DRNK MX,,,4/17/2021,1,26.85,GROCERY,1.0 OZ
3929,Fusce,Private,BEETS,VEGETABLES - SHELF STABLE,,,1/11/2021,1,89.53,GROCERY,15 OZ
3930,dui. Fusce,National,CHEESE: PROCESSED BULK,CHEESES,,,9/2/2020,1,74.52,DELI, 
3931,"ut, molestie in,",National,YOGURT,REFRIGERATED,,,4/8/2021,1,41.11,NUTRITION,24 OZ
3932,vitae odio sagittis semper. Nam,Private,COTTAGE CHEESE,MILK BY-PRODUCTS,,,12/2/2020,1,64.22,GROCERY,16 OZ
3933,tempus risus. Donec,National,ASEPTIC PACK JUICE AND DRINKS,CANNED JUICES,,,12/25/2020,1,5.91,GROCERY,10/6.75 OZ
3934,tincidunt pede ac urna. Ut,Private,CORN,VEGETABLES - SHELF STABLE,,,1/21/2021,1,7.03,GROCERY,15.25OZ
3935,egestas ligula. Nullam feugiat,National,ALL FAMILY CEREAL,COLD CEREAL,,,9/22/2020,1,66.15,GROCERY,27.5 OZ
3936,arcu. Aliquam ultrices iaculis odio.,National,FRZN SS PREMIUM ENTREES/DNRS/T,FRZN MEAT/MEAT DINNERS,,,5/22/2021,1,74.54,GROCERY,14 OZ
3937,consectetuer euismod,National,CHEESE,MISCELLANEOUS,,,3/22/2021,1,94.78,MEAT-PCKGD,24 OZ
3938,metus vitae velit egestas,Private,SPICES & SEASONINGS,SPICES & EXTRACTS,,,9/19/2020,1,21.13,GROCERY,8 OZ
3939,Vivamus rhoncus.,National,SOUP CRACKERS (SALTINE/OYSTER),CRACKERS/MISC BKD FD,,,9/27/2020,1,45.34,GROCERY,16 OZ
3940,"Fusce aliquam, enim nec",Private,OLIVE OIL,SHORTENING/OIL,,,7/15/2020,1,79.3,GROCERY,17 OZ
3941,tellus sem,National,CARDS EVERYDAY,GREETING CARDS/WRAP/PARTY SPLY,,,12/5/2020,1,73.33,DRUG GM, 
3942,auctor odio a,National,BEANS GREEN: FS/WHL/CUT,VEGETABLES - SHELF STABLE,,,4/8/2021,1,43.5,GROCERY,14.5 OZ
3943,"magnis dis parturient montes,",National,DRIED FRUIT - OTHER,DRIED FRUIT,,,1/11/2021,1,46.36,NUTRITION,6 OZ
3944,Nullam enim.,National,CIGARETTES,CIGARETTES,,,7/17/2020,1,28.57,DRUG GM,PK
3945,dolor vitae dolor.,National,SOFT DRINKS 6PK/4PK CAN CARB (,SOFT DRINKS,,,2/18/2021,1,60.24,GROCERY,8 OZ
3946,tellus,Private,GADGETS/TOOLS,KITCHEN GADGETS,,,2/15/2021,1,91.58,DRUG GM, 
3947,euismod est arcu,National,BUTTER SPRAY CRACKER (RITZ/CLU,CRACKERS/MISC BKD FD,,,8/19/2020,1,79.69,GROCERY,14.5 OZ
3948,egestas lacinia.,National,SFT DRNK SNGL SRV BTL CARB (EX,SOFT DRINKS,,,9/25/2020,1,93.44,GROCERY,20 OZ
3949,tristique,National,NUTS OTHER,SNACK NUTS,,,11/3/2020,1,33.21,GRO BAKERY,7.5 OZ
3950,"Nam nulla magna, malesuada vel,",National,POTATO CHIPS,BAG SNACKS,,,5/20/2021,1,55.17,GROCERY,10 OZ
3951,"scelerisque, lorem ipsum sodales purus,",National,MAINSTREAM WHEAT/MULTIGRAIN BR,BAKED BREAD/BUNS/ROLLS,,,2/27/2021,1,91.14,GROCERY,20 OZ
3952,interdum libero dui nec,Private,PRIMAL,BEEF,,,9/30/2020,1,29.38,MEAT,1 LB
3953,"cursus luctus, ipsum leo",Private,SHREDDED CHEESE,CHEESE,,,2/14/2021,1,68.04,GROCERY,8 OZ
3954,at lacus. Quisque,National,TORTILLA/NACHO CHIPS,BAG SNACKS,,,4/15/2021,1,59.76,GROCERY,12.5 OZ
3955,fermentum arcu. Vestibulum ante ipsum,National,NUTS OTHER,SNACK NUTS,,,10/10/2020,1,75.14,GRO BAKERY,8 OZ
3956,sem mollis,National,LIQUID LAUNDRY DETERGENTS,LAUNDRY DETERGENTS,,,2/6/2021,1,15.28,GROCERY,32 LOAD
3957,enim. Curabitur massa.,National,FRZN FRENCH FRIES,FRZN POTATOES,,,8/7/2020,1,50.31,GROCERY,22 OZ
3958,convallis dolor.,National,NATURAL CHEESE EXACT WT CHUNKS,CHEESE,,,2/1/2021,1,15.22,GROCERY,10 OZ
3959,"justo faucibus lectus, a sollicitudin",National,MISC HOLIDAYS,SPRING/SUMMER SEASONAL,,,4/21/2021,1,81.86,DRUG GM, 
3960,id enim. Curabitur massa. Vestibulum,National,MISCELLANEOUS MILK,FLUID MILK PRODUCTS,,,12/31/2020,1,96.4,GROCERY,8OZ
3961,nec orci. Donec nibh. Quisque,National,REFRIGERATED COOKIES-CHUB,REFRGRATD DOUGH PRODUCTS,,,8/13/2020,1,37.31,GROCERY,32 OZ
3962,ipsum,National,CHEESE: NATURAL BULK,CHEESES,,,3/27/2021,1,78.67,DELI, 
3963,"consequat auctor, nunc nulla",National,FRZN SS PREMIUM ENTREES/DNRS/T,FRZN MEAT/MEAT DINNERS,,,11/3/2020,1,70.61,GROCERY,12 OZ
3964,aliquet magna a neque.,National,FEM. HYGN. TAMPONS,FEMININE HYGIENE,,,10/10/2020,1,13.53,DRUG GM,18 CT
3965,est tempor bibendum. Donec,National,PREMIUM PINTS,ICE CREAM/MILK/SHERBTS,,,10/1/2020,1,68.19,GROCERY,PT
3966,massa. Quisque,Private,ABRASIVES,HOUSEHOLD CLEANG NEEDS,,,8/12/2020,1,96.22,GROCERY,21 OZ
3967,nec,National,CONVENTIONAL LITTER,CAT LITTER,,,10/28/2020,1,31.74,GROCERY,7 LB
3968,luctus et ultrices posuere cubilia,National,EGGS - LARGE,EGGS,,,1/24/2021,1,45.76,GROCERY,DOZ
3969,mi,National,SNACK CRACKERS,CRACKERS/MISC BKD FD,,,11/25/2020,1,41.63,GROCERY,12 OZ
3970,Ut nec urna et,National,SPICES & SEASONINGS,SPICES & EXTRACTS,,,8/16/2020,1,4.45,GROCERY,1.06 OZ
3971,mauris,Private,HONEY,PNT BTR/JELLY/JAMS,,,4/12/2021,1,73.61,GROCERY,8 OZ
3972,lectus justo eu arcu. Morbi,National,FRZN MEAT ALTERNATIVES,FRZN MEAT/MEAT DINNERS,,,3/3/2021,1,28.28,GROCERY,11 OZ
3973,eu neque pellentesque,National,GUM (PACKAGED),CANDY - PACKAGED,,,2/11/2021,1,31.86,DRUG GM, 
3974,pede. Praesent eu dui. Cum,National,POULTRY,LUNCHMEAT,,,10/15/2020,1,29.18,MEAT-PCKGD,6 OZ
3975,consectetuer euismod,Private,ALL FAMILY CEREAL,COLD CEREAL,,,10/13/2020,1,49.64,GROCERY,20 OZ
3976,"pharetra nibh. Aliquam ornare,",National,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,9/15/2020,1,58.13,GROCERY,67.6 OZ
3977,sit amet,National,NON-CARB FLVRD DRNKNG/MNRL WAT,WATER - CARBONATED/FLVRD DRINK,,,6/3/2021,1,41.04,GROCERY,101.4 OZ
3978,Curabitur dictum. Phasellus in felis.,National,BLENDED JUICE&COMBINATIONS (50,CANNED JUICES,,,5/12/2021,1,46.58,GROCERY,64 OZ
3979,"bibendum sed, est. Nunc laoreet",National,AUSTRALIAN/NZ WINES,IMPORTED WINE,,,3/15/2021,1,13.29,GROCERY,750 ML
3980,non,National,SUPER PREMIUM PINTS,ICE CREAM/MILK/SHERBTS,,,7/29/2020,1,32.57,GROCERY,16 OZ
3981,lacus. Cras interdum. Nunc sollicitudin,National,CAN CATFD GOURMET/SUP PREM (GR,CAT FOOD,,,10/22/2020,1,94.27,GROCERY,3 OZ
3982,risus. Quisque libero,National,HAM - STEAKS/SLICES/CUBES,SMOKED MEATS,,,7/26/2020,1,24.63,MEAT,8 OZ
3983,"Fusce aliquam,",Private,COTTAGE CHEESE,MILK BY-PRODUCTS,,,2/9/2021,1,29.15,GROCERY,16 OZ
3984,"magnis dis parturient montes,",Private,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,4/8/2021,1,49.26,GROCERY,24 OZ
3985,mauris. Integer sem,National,CORPORATE DELETES (DO NOT USE,UNKNOWN,,,11/20/2020,1,42.68,GM MERCH EXP,12/1.3LB
3986,nunc. In at pede. Cras,National,BEERALEMALT LIQUORS,BEERS/ALES,,,7/21/2020,1,26.52,GROCERY,12 OZ.
3987,commodo hendrerit. Donec porttitor,Private,TOILET TISSUE,BATH TISSUES,,,5/27/2021,1,81.05,GROCERY,110 SQ FT
3988,sed libero.,National,PIZZA/TRADITIONAL,FROZEN PIZZA,,,9/8/2020,1,75.71,GROCERY,12.0 OZ
3989,erat vel pede,National,TV/MOVIE-MAGAZINE,MAGAZINE,,,5/13/2021,1,80.4,DRUG GM, 
3990,scelerisque neque sed sem,National,FRZN BREAKFAST PASTRY,FRZN BREAKFAST FOODS,,,9/17/2020,1,17.89,GROCERY,11.5 OZ
3991,semper. Nam tempor diam dictum,Private,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS,,,11/19/2020,1,94.98,GROCERY,12 OZ
3992,"dolor sit amet, consectetuer adipiscing",Private,HONEY,PNT BTR/JELLY/JAMS,,,7/7/2020,1,39.82,GROCERY,12 OZ
3993,Nunc sed orci lobortis augue,National,SOFT DRINK POWDER POUCHES,CANNED JUICES,,,2/9/2021,1,28.12,GROCERY,100 CT
3994,"faucibus id,",National,SPAGHETTI DRY,DRY NOODLES/PASTA,,,9/11/2020,1,39.15,GROCERY,16 OZ
3995,sem egestas blandit.,National,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,2/20/2021,1,37.94,GROCERY,2 LTR
3996,sociis natoque penatibus et magnis,Private,FRZN BAGGED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,8/3/2020,1,16.45,GROCERY,16 OZ
3997,amet,National,TEA BAGS HERBAL & FLAVORED,TEAS,,,10/18/2020,1,76.65,GROCERY,20 CT
3998,Integer id magna,National,RAZORS AND BLADES,SHAVING CARE PRODUCTS,,,2/13/2021,1,41.81,DRUG GM, 
3999,"Nullam suscipit, est ac",National,OLIVE OIL,SHORTENING/OIL,,,2/1/2021,1,9.17,GROCERY,25.5 OZ
4000,mus. Donec,National,AVOCADO,TROPICAL FRUIT,,,3/25/2021,1,51.56,PRODUCE,60 CT
4001,dolor. Fusce,National,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,12/14/2020,1,21.18,GROCERY,20 OZ
4002,egestas blandit.,National,CHEWING GUM,CANDY - CHECKLANE,,,7/31/2020,1,28.23,DRUG GM, 
4003,semper. Nam,Private,ORIENTAL SOY SAUCE,HISPANIC,,,5/8/2021,1,93.86,GROCERY,10 OZ
4004,posuere,National,RIBS - SPARE RIB/BACK RIB,PORK,,,3/21/2021,1,81.06,MEAT, 
4005,"faucibus ut,",National,APPLES OTHER (BULK&BAG),APPLES,,,5/11/2021,1,6.27,TRAVEL & LEISUR, 
4006,nec quam. Curabitur vel lectus.,National,BATH BEADS,BATH,,,12/31/2020,1,51.63,COSMETICS,15 OZ
4007,"libero et tristique pellentesque, tellus",Private,SWEET GOODS - FULL SIZE,BAKED SWEET GOODS,,,8/22/2020,1,14.34,GROCERY,13 OZ
4008,"et, rutrum non,",National,SANDWICHES&HANDHELDS,FROZEN PIZZA,,,1/30/2021,1,25.89,GROCERY,9 OZ
4009,tristique pharetra.,National,MAINSTREAM WHEAT/MULTIGRAIN BR,BAKED BREAD/BUNS/ROLLS,,,6/5/2021,1,85.75,GROCERY,24 OZ
4010,"a, aliquet vel, vulputate",National,LIQUID DISH DETERGENT,DISHWASH DETERGENTS,,,5/10/2021,1,22.87,GROCERY,28 OZ
4011,"blandit viverra. Donec tempus, lorem",National,LOIN - CHOPS BONELESS,PORK,,,8/23/2020,1,91.63,MEAT, 
4012,"tellus faucibus leo, in lobortis",National,CABBAGE,VEGETABLES - ALL OTHERS,,,7/25/2020,1,60.06,PRODUCE,48 LB
4013,purus,National,METAL BAKEWARE,COOKWARE & BAKEWARE,,,9/29/2020,1,58.56,DRUG GM, 
4014,Cras pellentesque. Sed dictum. Proin,National,VEGETABLE/SALAD OIL,SHORTENING/OIL,,,4/5/2021,1,37.06,GROCERY,48 OZ
4015,"orci, consectetuer",National,DAIRY CASE 100% PURE JUICE - O,REFRGRATD JUICES/DRNKS,,,4/7/2021,1,51.79,GROCERY,64 OZ
4016,"eleifend egestas. Sed pharetra, felis",National,SELECT BEEF,BEEF,,,2/16/2021,1,39.75,MEAT, 
4017,Nunc pulvinar,Private,EGGS - X-LARGE,EGGS,,,2/14/2021,1,7.19,GROCERY,1 DZ
4018,vel quam dignissim pharetra.,National,GRND/PATTY - CHUCK,BEEF,,,8/17/2020,1,16.3,MEAT, 
4019,mattis velit justo nec,Private,ADULT ANALGESICS,ANALGESICS,,,4/7/2021,1,93.01,DRUG GM, 
4020,"nibh. Donec est mauris,",National,COLD AND FLU,COLD AND FLU,,,8/2/2020,1,42.96,DRUG GM, 
4021,"eget, volutpat ornare, facilisis eget,",National,FRUIT SNACKS,CONVENIENT BRKFST/WHLSM SNACKS,,,12/28/2020,1,22.84,GROCERY,5 OZ
4022,non leo. Vivamus nibh,National,CHEWING GUM,CANDY - CHECKLANE,,,9/1/2020,1,94.84,DRUG GM,15 PC
4023,"ornare placerat, orci lacus vestibulum",National,VENDOR SIZE/SINGLE SERVE COOKI,COOKIES/CONES,,,8/2/2020,1,25.9,GROCERY,4 OZ
4024,scelerisque,Private,VAC PAC NUTS(CANS),SNACK NUTS,,,1/9/2021,1,31.25,GROCERY,10 OZ
4025,feugiat. Sed nec metus,National,CHUNK MEATS - ALL,MEAT - SHELF STABLE,,,8/10/2020,1,54.96,GROCERY,5 OZ
4026,enim. Nunc ut erat.,Private,MEXICAN DINNERS AND FOODS,HISPANIC,,,2/1/2021,1,77.61,GROCERY,4.0 OZ
4027,non arcu. Vivamus sit,Private,BEANS GREEN: FS/WHL/CUT,VEGETABLES - SHELF STABLE,,,7/10/2020,1,27.36,GROCERY,14.5 OZ
4028,Mauris ut quam,National,SS ECONOMY ENTREES/DINNERS ALL,FRZN MEAT/MEAT DINNERS,,,5/8/2021,1,2.13,GROCERY,8 OZ
4029,at arcu. Vestibulum ante ipsum,National,MEXICAN DINNERS AND FOODS,HISPANIC,,,8/25/2020,1,80.62,GROCERY,13.4 OZ
4030,Aenean massa. Integer,National,BETTER FOR YOU,HOT DOGS,,,2/2/2021,1,2.37,MEAT-PCKGD,16 OZ
4031,"volutpat ornare,",National,MARGARINE: TUBS AND BOWLS,MARGARINES,,,10/14/2020,1,78.6,GROCERY,48 OZ
4032,aptent taciti sociosqu ad,Private,BREAD - TOPPINGS &SEASONINGS,BREAD,,,10/11/2020,1,12.71,PASTRY,12 OZ/CS
4033,"urna justo faucibus lectus, a",National,REFRIGERATED BISCUITS REGULAR,REFRGRATD DOUGH PRODUCTS,,,7/30/2020,1,97.89,GROCERY,16.3 OZ
4034,Pellentesque ultricies dignissim,National,PISTACHIOS,NUTS,,,1/21/2021,1,29.38,PRODUCE,1 LB
4035,nisi. Mauris,National,HARD SQUASH,SQUASH,,,4/9/2021,1,55.7,PRODUCE,35 LB
4036,nec,National,POULTRY,LUNCHMEAT,,,7/31/2020,1,59.25,MEAT-PCKGD,5 OZ
4037,non,National,PANCAKE MIXES,MOLASSES/SYRUP/PANCAKE MIXS,,,11/16/2020,1,69.12,GROCERY,32 OZ
4038,Integer id,National,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,12/25/2020,1,89.33,GROCERY,24 OZ
4039,turpis nec mauris blandit,National,SNACKS/APPETIZERS,FROZEN PIZZA,,,7/29/2020,1,55.38,GROCERY,44.5 OZ
4040,"in, cursus et, eros. Proin",National,CARDS SEASONAL,GREETING CARDS/WRAP/PARTY SPLY,,,1/16/2021,1,65.27,DRUG GM, 
4041,malesuada fames ac turpis egestas.,National,ASEPTIC PACK JUICE AND DRINKS,CANNED JUICES,,,5/7/2021,1,68.69,GROCERY,10/6.75 OZ
4042,Ut tincidunt,National,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,4/23/2021,1,38.24,GROCERY,20 OZ
4043,ac,National,LIQUID LAUNDRY DETERGENTS,LAUNDRY DETERGENTS,,,7/1/2020,1,23.74,GROCERY,24 LOAD
4044,interdum,National,TEA BAGS HERBAL & FLAVORED,TEAS,,,4/27/2021,1,97.69,GROCERY,20 CT
4045,mauris blandit mattis. Cras eget,National,MEAT: SAUS DRY BULK,DELI MEATS,,,11/6/2020,1,67.41,DELI, 
4046,magna sed dui. Fusce,National,LUNCH COMBO,LUNCHMEAT,,,12/30/2020,1,58.94,MEAT-PCKGD,11.55 OZ
4047,ridiculus mus. Proin vel,Private,REFRIG DIPS,MILK BY-PRODUCTS,,,7/3/2020,1,23.91,GROCERY,8 OZ
4048,"imperdiet nec, leo. Morbi",National,CHUNK MEATS - ALL,MEAT - SHELF STABLE,,,7/28/2020,1,29.05,GROCERY,10 OZ
4049,lectus justo eu arcu. Morbi,National,CONDENSED SOUP,SOUP,,,9/16/2020,1,50.19,GROCERY,10.75 OZ
4050,velit. Pellentesque ultricies dignissim lacus.,Private,AUTO DISH DETERGENT - GEL,DISHWASH DETERGENTS,,,12/11/2020,1,20.36,GROCERY, 
4051,purus,Private,SHREDDED CHEESE,CHEESE,,,1/27/2021,1,57.54,GROCERY,8 OZ
4052,tincidunt,National,ASEPTIC PACK JUICE AND DRINKS,CANNED JUICES,,,9/13/2020,1,60.25,GROCERY,10/200 ML
4053,ultrices posuere cubilia,National,MALTED MLK/SYRUP/PWDRS (EGGNOG,COCOA MIXES,,,3/1/2021,1,6.27,GROCERY,10.9 OZ
4054,"at, egestas a, scelerisque sed,",National,NATURAL CHEESE EXACT WT CHUNKS,CHEESE,,,10/11/2020,1,13.15,GROCERY,10 OZ
4055,euismod,Private,BABY DIAPERS,DIAPERS & DISPOSABLES,,,3/2/2021,1,38.69,DRUG GM,40 CT
4056,"nibh dolor,",National,SNACK MIX,WAREHOUSE SNACKS,,,11/28/2020,1,21.92,GROCERY,7.75 OZ
4057,ligula. Aliquam erat volutpat.,Private,TRADITIONAL,ICE CREAM/MILK/SHERBTS,,,3/28/2021,1,34.25,GROCERY,56 OZ
4058,"nulla. Integer vulputate, risus a",National,WOMENS  HAIR SPRAYS,HAIR CARE PRODUCTS,,,11/7/2020,1,84.08,DRUG GM, 
4059,magna. Sed eu eros. Nam,Private,GASOLINE-REG UNLEADED,COUPON/MISC ITEMS,,,3/4/2021,1,28.41,KIOSK-GAS, 
4060,nec enim. Nunc ut,National,BUTTER,BUTTER,,,10/9/2020,1,72.1,GROCERY,16 OZ
4061,dignissim pharetra. Nam ac,National,IWS SINGLE CHEESE,CHEESE,,,3/22/2021,1,95.23,GROCERY,12 OZ
4062,auctor,National,COOKING CHOCOLATE (EX SMI-SWT),BAKING NEEDS,,,2/26/2021,1,15.25,GROCERY,6 OZ
4063,"sed,",National,VARIETY LETTUCE,VEGETABLES SALAD,,,10/9/2020,1,41.25,PRODUCE,12 CT
4064,in faucibus orci,National,NON-CRBNTD DRNKING/MNERAL WATE,WATER - CARBONATED/FLVRD DRINK,,,9/28/2020,1,95.25,GROCERY,24/16.9 OZ
4065,"vulputate,",National,CANNED CAT FOOD (9 LIVES/FRISK,CAT FOOD,,,3/20/2021,1,33.46,GROCERY,5.5 OZ
4066,urna. Nullam lobortis quam,National,RAZORS AND BLADES,SHAVING CARE PRODUCTS,,,7/23/2020,1,40.3,DRUG GM, 
4067,vitae risus. Duis,National,DAIRY CASE CITRUS PNCH/OJ SUBS,REFRGRATD JUICES/DRNKS,,,9/13/2020,1,85.41,GROCERY,64 OZ
4068,Donec luctus,National,APPLES GALA (BULK&BAG),APPLES,,,4/24/2021,1,94.33,PRODUCE, 
4069,In ornare sagittis,Private,PUDDINGS DRY,DRY MIX DESSERTS,,,8/27/2020,1,68.24,GROCERY,3.25 OZ
4070,"non, vestibulum nec, euismod in,",National,BEERALEMALT LIQUORS,BEERS/ALES,,,5/26/2021,1,57.65,GROCERY,12 OZ
4071,"rhoncus. Nullam velit dui, semper",Private,SWEET GOODS - FULL SIZE,BAKED SWEET GOODS,,,1/27/2021,1,27.1,GROCERY,18 OZ
4072,neque,National,ASEPTIC PACK JUICE AND DRINKS,CANNED JUICES,,,1/6/2021,1,34.77,GROCERY,2000 ML
4073,posuere,National,MAINSTREAM,PASTA SAUCE,,,4/28/2021,1,85.3,GROCERY,25.75 OZ
4074,In,Private,NOODLE SIDE DISH MIXES,DRY BN/VEG/POTATO/RICE,,,3/18/2021,1,84.98,GROCERY,4.5 OZ
4075,elit erat,National,SMOKED/COOKED,DINNER SAUSAGE,,,5/7/2021,1,76.06,MEAT-PCKGD,16 OZ
4076,risus. Nulla eget metus,National,SEASONAL CANDY BOX-CHOCOLATE,CANDY - PACKAGED,,,6/30/2020,1,33.33,DRUG GM,1.75 OZ
4077,Pellentesque,National,SNACKS/APPETIZERS,FROZEN MEAT,,,9/16/2020,1,43.86,MEAT-PCKGD,30 OZ
4078,Sed eu nibh vulputate mauris,National,SOUP CRACKERS (SALTINE/OYSTER),CRACKERS/MISC BKD FD,,,8/24/2020,1,92.5,GROCERY,16 OZ
4079,"a, magna. Lorem ipsum",National,PEANUT BUTTER,PNT BTR/JELLY/JAMS,,,7/20/2020,1,46.7,GROCERY,18 OZ
4080,Cras pellentesque. Sed dictum.,National,MISC REPAIR,HARDWARE SUPPLIES,,,3/29/2021,1,58.03,DRUG GM, 
4081,"dui. Fusce aliquam, enim",National,MAINSTREAM WHEAT/MULTIGRAIN BR,BAKED BREAD/BUNS/ROLLS,,,10/3/2020,1,21.46,GROCERY,20 OZ
4082,"elit, a",National,ADULT ANALGESICS,ANALGESICS,,,2/12/2021,1,82.25,DRUG GM,50 CT
4083,Nulla eget metus eu erat,Private,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,1/6/2021,1,41.4,GROCERY,2 LTR
4084,risus,National,IWS SINGLE CHEESE,CHEESE,,,7/19/2020,1,65.33,GROCERY,12 OZ
4085,Sed eu,National,SS ECONOMY ENTREES/DINNERS ALL,FRZN MEAT/MEAT DINNERS,,,3/3/2021,1,81.46,GROCERY,8 OZ
4086,turpis nec,Private,REFRIGERATED BISCUITS REGULAR,REFRGRATD DOUGH PRODUCTS,,,10/22/2020,1,47.59,GROCERY,16 OZ
4087,"neque sed dictum eleifend,",National,VARIETY BEANS - KIDNEY PINTO,BEANS - CANNED GLASS & MW,,,9/24/2020,1,41.77,GROCERY,27 OZ
4088,sem eget massa. Suspendisse,National,MEXICAN SEASONING MIXES,HISPANIC,,,10/23/2020,1,47.02,GROCERY,1.14OZ
4089,"Suspendisse aliquet, sem",National,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,9/17/2020,1,22.72,GROCERY,2 LITER
4090,"ut, pellentesque eget, dictum",National,HYDROCORTIZONE,FIRST AID PRODUCTS,,,6/4/2021,1,6.63,DRUG GM, 
4091,dignissim lacus.,Private,SUGAR,SUGARS/SWEETNERS,,,5/18/2021,1,70.43,GROCERY,32 OZ
4092,Vestibulum ante ipsum primis,National,PASTA: CANNED,MEAT - SHELF STABLE,,,3/11/2021,1,54.34,GROCERY,15 OZ
4093,ac turpis egestas.,National,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS,,,7/30/2020,1,28.94,GROCERY,12 OZ
4094,Curabitur,Private,MAINSTREAM WHEAT/MULTIGRAIN BR,BAKED BREAD/BUNS/ROLLS,,,11/16/2020,1,82.3,GROCERY,20 OZ
4095,lacus. Aliquam,National,MOUTHWASH RINSES AND SPRAYS,ORAL HYGIENE PRODUCTS,,,5/12/2021,1,1.95,DRUG GM, 
4096,risus. Duis a mi,Private,STICKS/ENROBED,FRZN NOVELTIES/WTR ICE,,,3/9/2021,1,32.52,GROCERY,12 CT
4097,"nisl sem, consequat nec, mollis",Private,TOASTER PASTRIES,CONVENIENT BRKFST/WHLSM SNACKS,,,3/8/2021,1,6.78,GROCERY,14.6 OZ
4098,In,Private,WATER ICE,FRZN NOVELTIES/WTR ICE,,,10/16/2020,1,82.64,GROCERY,16 CT
4099,"ornare, lectus ante dictum",National,CANNED CAT FOOD (9 LIVES/FRISK,CAT FOOD,,,5/12/2021,1,14.52,GROCERY,5.5 OZ
4100,"euismod et, commodo at,",Private,FLUID MILK WHITE ONLY,FLUID MILK PRODUCTS,,,1/30/2021,1,39.39,GROCERY, 
4101,libero.,National,CANDY BAGS-CHOCOCLATE,CANDY - PACKAGED,,,1/22/2021,1,62.17,DRUG GM,12 OZ
4102,turpis. Aliquam adipiscing lobortis risus.,National,INSTORE CUT FRUIT,VALUE ADDED FRUIT,,,11/10/2020,1,4.92,PRODUCE, 
4103,vel est tempor bibendum. Donec,National,DL SPEC: MUST/OILS/VINEGARS,DELI SPECIALTIES (RETAIL PK),,,11/8/2020,1,49.05,DELI,8 OZ
4104,"diam lorem, auctor quis, tristique",Private,MEXICAN SAUCESSALSAPICANTEE,HISPANIC,,,10/7/2020,1,78.4,GROCERY,16 OZ
4105,tellus,National,NATURAL CHEESE EXACT WT CHUNKS,CHEESE,,,8/16/2020,1,34.94,GROCERY,8 OZ
4106,adipiscing ligula.,National,BEERALEMALT LIQUORS,BEERS/ALES,,,3/7/2021,1,38.66,GROCERY,6-12 OZ
4107,"libero at auctor ullamcorper, nisl",National,MOLASSES & SYRUPS,MOLASSES/SYRUP/PANCAKE MIXS,,,11/14/2020,1,74.95,GROCERY,24 OZ
4108,Nunc quis arcu vel,National,DAIRY CASE CITRUS PNCH/OJ SUBS,REFRGRATD JUICES/DRNKS,,,4/11/2021,1,46.69,GROCERY,64 OZ
