item_id,item_name,brand,desc_item,i_type,likes,dislikes,exp_date,spm_id,cost,department,size
6226,lobortis mauris. Suspendisse aliquet,National,POTPOURRI INCENSE,CANDLES/ACCESSORIES,,,2020-09-27 ,1,35.33,DRUG GM, 
6227,at,National,SPECIALTY SNACKS (SOYNUTS/TRAI,CHIPS&SNACKS,,,2020-08-22 ,1,47.75,NUTRITION,2 OZ
6228,lorem tristique aliquet. Phasellus,National,SPECIALTY CRACKERS,CRACKERS/MISC BKD FD,,,2021-01-04 ,1,40.75,GROCERY,7 OZ
6229,ante ipsum,National,GROUND FLVR REG COFFEE,COFFEE,,,2020-10-21 ,1,75.92,GROCERY,11.5 OZ
6230,"est, vitae sodales nisi",National,MAYBELLINE,MAKEUP AND TREATMENT,,,2021-05-09 ,1,29.02,COSMETICS, 
6231,Quisque purus,National,CHOICE BEEF,BEEF,,,2021-01-11 ,1,25.66,MEAT, 
6232,mus. Proin vel nisl. Quisque,Private,ADULT CEREAL,COLD CEREAL,,,2020-11-21 ,1,32.47,GROCERY,14 OZ
6233,nec tempus,National,NO SUBCOMMODITY DESCRIPTION,NO COMMODITY DESCRIPTION,,,2020-07-05 ,1,25.96,MISC. TRANS., 
6234,Donec tincidunt. Donec vitae erat,National,SANDWICH COOKIES,COOKIES/CONES,,,2020-10-03 ,1,4.44,GROCERY,32 OZ
6235,"ligula elit,",National,SEASONAL CANDY BAGS-CHOCOLATE,CANDY - PACKAGED,,,2021-04-29 ,1,78.13,DRUG GM,12 OZ
6236,nunc interdum feugiat. Sed,National,CHOICE BEEF,BEEF,,,2020-10-08 ,1,50.6,MEAT, 
6237,Vivamus,National,CROUTONS SALAD TOPPERS BREAD,CRACKERS/MISC BKD FD,,,2021-02-09 ,1,2.58,GROCERY,6 OZ
6238,libero nec ligula consectetuer rhoncus.,Private,MISC. FIRST AID PRODUCTS,FIRST AID PRODUCTS,,,2020-10-14 ,1,52.09,DRUG GM,100 CT
6239,"mollis non, cursus non,",Private,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,2021-02-14 ,1,1.78,GROCERY,2 LTR
6240,eu tellus eu augue porttitor,National,TEA BAGS HERBAL & FLAVORED,TEAS,,,2021-04-12 ,1,35.03,GROCERY,20 CT
6241,"elit, pharetra",National,FROZEN MEAT (VEGETARIAN),FROZEN,,,2021-05-12 ,1,46.73,NUTRITION,9 OZ
6242,lacus.,National,FRUIT SNACKS,CONVENIENT BRKFST/WHLSM SNACKS,,,2021-03-24 ,1,92.27,GROCERY,9 OZ
6243,Integer in magna.,National,REFRIGERATED SPECILATY ROLLS,REFRGRATD DOUGH PRODUCTS,,,2020-09-24 ,1,36.16,GROCERY,13.9 OZ
6244,"bibendum. Donec felis orci,",National,MEXICAN SAUCESSALSAPICANTEE,HISPANIC,,,2021-02-23 ,1,54.3,GROCERY,11.5 OZ
6245,nec orci. Donec,National,SPARKLING WINES,MISC WINE,,,2021-02-13 ,1,61.84,GROCERY, 
6246,natoque penatibus,National,SOCIAL&LIFESTYLE-MAGAZINE,MAGAZINE,,,2020-11-23 ,1,14.81,DRUG GM, 
6247,"nostra, per inceptos hymenaeos. Mauris",Private,MICROWAVABLE CUPS,MEAT - SHELF STABLE,,,2021-01-25 ,1,59.85,GROCERY,7.5 OZ
6248,egestas. Fusce aliquet magna a,Private,AEROSOL TOPPINGS,MILK BY-PRODUCTS,,,2020-11-20 ,1,23.42,GROCERY,14 OZ
6249,Curabitur ut odio vel est,Private,VITAMIN - NON HERBAL SUPPLEMEN,VITAMINS,,,2020-08-01 ,1,76.17,DRUG GM, 
6250,gravida. Praesent eu nulla at,National,POTATOES: DRY,DRY BN/VEG/POTATO/RICE,,,2020-07-12 ,1,32,GROCERY,5.25 OZ
6251,In,National,SMOKED/COOKED,DINNER SAUSAGE,,,2020-08-31 ,1,61.5,MEAT-PCKGD,16 OZ
6252,vitae mauris sit amet,Private,MALTED MLK/SYRUP/PWDRS (EGGNOG,COCOA MIXES,,,2020-10-24 ,1,60.62,GROCERY,24 OZ
6253,Cras dolor,National,ULTRA PREMIUM WINES,DOMESTIC WINE,,,2020-09-10 ,1,86.5,GROCERY,750 ML
6254,odio. Phasellus at augue id,National,ORGANIC POTATOES,ORGANICS FRUIT & VEGETABLES,,,2020-10-19 ,1,14.3,PRODUCE,40 LB
6255,Proin,National,CLOSET ACCESSORIES,HARDWARE SUPPLIES,,,2020-10-13 ,1,57.08,DRUG GM, 
6256,"dui. Fusce diam nunc, ullamcorper",National,COTTON COTTON SWABS,BABY HBC,,,2020-11-02 ,1,32.41,DRUG GM, 
6257,Proin vel arcu eu,National,POPULAR 750ML WINES,DOMESTIC WINE,,,2020-09-02 ,1,75.51,GROCERY,750ML
6258,euismod,Private,MEXICAN SAUCESSALSAPICANTEE,HISPANIC,,,2021-04-03 ,1,65.25,GROCERY,26 OZ
6259,rutrum magna. Cras convallis,National,AGE RESTRICTED DVD S,AUDIO/VIDEO PRODUCTS,,,2020-10-18 ,1,98.42,DRUG GM, 
6260,"sed,",National,ORAL HYGIENE BRUSHES,ORAL HYGIENE PRODUCTS,,,2021-03-13 ,1,49.15,DRUG GM, 
6261,"eget, venenatis",National,PAPER NAPKINS,FACIAL TISS/DNR NAPKIN,,,2021-04-21 ,1,9.46,GROCERY,40 CT
6262,"magna,",National,CORNMEAL,FLOUR & MEALS,,,2020-09-15 ,1,78.69,GROCERY,80 OZ
6263,Nulla,National,CIGARETTES,CIGARETTES,,,2020-08-15 ,1,99.56,DRUG GM,524801 CTN
6264,Suspendisse,National,BALLOONS SHAPES/OTHER,FLORAL BALLOONS,,,2021-04-13 ,1,94.05,FLORAL,27 INCH
6265,eros. Proin ultrices.,National,HAIR CONDITIONERS AND RINSES,HAIR CARE PRODUCTS,,,2020-10-05 ,1,71.44,DRUG GM, 
6266,mattis velit justo,National,POPCORN - MICROWAVE,POPCORN,,,2021-04-29 ,1,55.88,PRODUCE,2/3.5 OZ
6267,"lectus. Nullam suscipit, est ac",National,SPICES & SEASONINGS,SPICES & EXTRACTS,,,2020-09-16 ,1,76.76,GROCERY,6 OZ
6268,"id, libero.",National,TAPE,HARDWARE SUPPLIES,,,2021-05-09 ,1,8.97,DRUG GM, 
6269,Ut nec urna et arcu,National,ALKALINE BATTERIES,BATTERIES,,,2020-09-04 ,1,15.56,DRUG GM, 
6270,nec metus facilisis lorem tristique,Private,PICKLES,PICKLE/RELISH/PKLD VEG,,,2021-05-15 ,1,31.91,GROCERY,24 OZ
6271,"montes, nascetur",Private,CONDENSED SOUP,SOUP,,,2021-03-25 ,1,54.1,GROCERY,10.75 OZ
6272,sed pede nec,Private,APPLES RED DELICIOUS (BULK&BAG,APPLES,,,2021-04-11 ,1,99.81,PRODUCE,5 LB
6273,"libero lacus, varius et, euismod",Private,SEMI-SOLID SALAD DRESSING MAY,SALD DRSNG/SNDWCH SPRD,,,2020-11-25 ,1,7.42,GROCERY,32 OZ
6274,felis,National,FASTENERS,HARDWARE SUPPLIES,,,2020-09-04 ,1,64.29,DRUG GM, 
6275,Donec felis,National,CANADIAN WHISKEY,LIQUOR,,,2021-05-30 ,1,53.09,SPIRITS,750ML
6276,Vivamus,National,JELLY,PNT BTR/JELLY/JAMS,,,2020-10-01 ,1,19.7,GROCERY,18 OZ
6277,"tempus non, lacinia",National,FRZN BAGGED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,2020-12-30 ,1,61.8,GROCERY,16 OZ
6278,"dapibus id, blandit at, nisi.",Private,RIPE OLIVES,OLIVES,,,2021-01-16 ,1,88.12,GROCERY,5.75 OZ
6279,Praesent,National,ORIENTAL FOODS AND MEALS,HISPANIC,,,2020-07-06 ,1,20.43,GROCERY,42 OZ
6280,quam vel,National,BEERALEMALT LIQUORS,BEERS/ALES,,,2020-07-08 ,1,41.35,GROCERY,12 OZ
6281,"vulputate eu, odio.",National,FRUIT BOWL AND CUPS,FRUIT - SHELF STABLE,,,2021-02-21 ,1,51.5,GROCERY,6/3.9 OZ
6282,egestas. Duis ac,National,HAND/BODY/FACIAL (MEDICATED),HAND/BODY/FACIAL PRODUCTS,,,2020-07-20 ,1,36.96,DRUG GM, 
6283,arcu. Vivamus sit amet risus.,National,AUTHENTIC JAPANESE FOODS,HISPANIC,,,2020-07-30 ,1,83.84,GROCERY,5 LB
6284,"eu, accumsan",National,MEXICAN TACO TOSTADO SHELLS,HISPANIC,,,2020-12-09 ,1,93.56,GROCERY,100 CT
6285,egestas rhoncus. Proin,National,EXTENSION CORDS,ELECTRICAL SUPPPLIES,,,2020-10-23 ,1,14.13,DRUG GM, 
6286,"nec, leo.",National,MISCELLANEOUS HOLIDAY GIFTWARE,EASTER,,,2021-01-08 ,1,83.47,DRUG GM, 
6287,"sit amet, consectetuer adipiscing",National,OLIVE OIL,SHORTENING/OIL,,,2020-11-28 ,1,85.94,GROCERY,51 OZ
6288,"elementum at, egestas",National,FRZN SS PREMIUM ENTREES/DNRS/N,FRZN MEAT/MEAT DINNERS,,,2021-04-30 ,1,44.25,GROCERY,10.8 OZ
6289,magna. Cras convallis,National,PREMIUM BREAD,BAKED BREAD/BUNS/ROLLS,,,2020-10-13 ,1,2.62,GROCERY,24 OZ
6290,"parturient montes, nascetur ridiculus mus.",National,SAUCE MIXES GRAVY MIXES DRY,DRY SAUCES/GRAVY,,,2021-03-28 ,1,64.73,GROCERY,1 7/8 OZ
6291,"aliquet vel, vulputate",National,BEVERAGE WINES,MISC WINE,,,2021-01-28 ,1,2.61,GROCERY,750 ML
6292,dictum sapien. Aenean,National,MICROWAVABLE SOUPS,SOUP,,,2021-03-28 ,1,79.7,GROCERY,10.75 OZ
6293,Proin vel,National,BEERALEMALT LIQUORS,BEERS/ALES,,,2020-09-19 ,1,88.31,GROCERY,24 OZ
6294,"enim. Suspendisse aliquet, sem ut",Private,GADGETS/TOOLS,KITCHEN GADGETS,,,2020-11-09 ,1,43.05,DRUG GM, 
6295,velit,Private,SAUCE MIXES GRAVY MIXES DRY,DRY SAUCES/GRAVY,,,2021-05-02 ,1,77.95,GROCERY,1.00 OZ
6296,"malesuada vel,",Private,CHOCOLATE MILK,FLUID MILK PRODUCTS,,,2021-02-27 ,1,99.28,GROCERY,6PK/8 OZ
6297,"pharetra, felis eget varius ultrices,",National,MISC SNACKS,WAREHOUSE SNACKS,,,2020-09-30 ,1,17.9,GROCERY,7 OZ
6298,semper,National,BREADINGS  COATINGS CRUMBS,BAKING NEEDS,,,2021-03-01 ,1,79.65,GROCERY,5.75 OZ
6299,Vivamus,National,SUNTAN PROD W/SPF LOTION/OIL,SUNTAN,,,2021-03-25 ,1,16.58,DRUG GM, 
6300,"sit amet,",National,BOXED PREPARED/ENTREE/DRY PREP,PREPARED/PKGD FOODS,,,2021-03-08 ,1,10.03,NUTRITION,7 OZ
6301,Nulla semper tellus id,National,BABY DIAPERS,DIAPERS & DISPOSABLES,,,2021-04-19 ,1,67.31,DRUG GM,72 CT
6302,nisi dictum augue,National,MEXICAN SAUCESSALSAPICANTEE,HISPANIC,,,2021-05-19 ,1,85.56,GROCERY,24 OZ
6303,vel pede blandit congue.,National,GRITS,HOT CEREAL,,,2021-05-19 ,1,22.69,GROCERY,9.6 OZ
6304,"elementum at, egestas a,",Private,FRZN BAGGED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,2020-07-08 ,1,23.54,GROCERY,20 OZ
6305,mollis. Duis sit amet,National,AUTO DISH DETERGENT - GEL,DISHWASH DETERGENTS,,,2021-02-16 ,1,12.94,GROCERY,75 OZ
6306,tempor erat neque non,National,AUTHENTIC JAPANESE FOODS,HISPANIC,,,2020-07-20 ,1,58.33,GROCERY,3.5 OZ
6307,enim nisl elementum,Private,FASTENERS,STATIONERY & SCHOOL SUPPLIES,,,2021-01-24 ,1,17.12,DRUG GM,100 CT
6308,risus. Nulla,National,SPECIALTY CRACKERS,CRACKERS/MISC BKD FD,,,2021-03-08 ,1,93.87,GROCERY,7 OZ
6309,vel est,National,KABOBS,BEEF,,,2021-03-27 ,1,41.65,MEAT, 
6310,arcu. Sed,Private,PRESERVES JAM MARMALADE,PNT BTR/JELLY/JAMS,,,2020-09-21 ,1,3.01,GROCERY,12 OZ
6311,"elit pede, malesuada vel, venenatis",National,CHUCK/SHOULDER,LAMB,,,2020-12-07 ,1,29.32,MEAT, 
6312,velit eu sem. Pellentesque,National,HAIR CONDITIONERS AND RINSES,HAIR CARE PRODUCTS,,,2020-07-26 ,1,77.8,DRUG GM, 
6313,eros. Nam consequat,National,THERMOS,STATIONERY & SCHOOL SUPPLIES,,,2020-12-20 ,1,82.88,DRUG GM, 
6314,magnis dis,National,FOOT SPRAYS POWDERS,FOOT CARE PRODUCTS,,,2021-04-11 ,1,3.27,DRUG GM, 
6315,vel arcu. Curabitur ut odio,National,MISC DAIRY REFIGERATED,MISC. DAIRY,,,2021-01-07 ,1,34.71,GROCERY,20 OZ
6316,mauris. Morbi non,National,AUTOMOBILE-MAGAZINE,MAGAZINE,,,2021-03-30 ,1,30.52,DRUG GM, 
6317,"at, libero. Morbi accumsan",National,SNACKS/APPETIZERS,FROZEN PIZZA,,,2020-09-16 ,1,38.84,GROCERY,14 OZ
6318,Etiam vestibulum massa rutrum,National,CAKE DECORS - BIRTHDAY CANDLES,BAKING NEEDS,,,2021-02-23 ,1,83.01,GROCERY, 
6319,nunc. In at,National,COUPONS/STORE & MFG,COUPONS/STORE & MFG,,,2021-02-20 ,1,67.81,COUP/STR & MFG, 
6320,Proin sed turpis nec,National,CHEESE:SPECIALTY BULK,CHEESES,,,2021-02-20 ,1,53.2,DELI, 
6321,odio.,National,ITALIAN WINES,IMPORTED WINE,,,2020-11-20 ,1,89.78,GROCERY,1.5 LTR
6322,Proin vel arcu eu odio,National,SWIM/SPA POOLS,LAWN AND GARDEN SHOP,,,2020-10-20 ,1,77.37,DRUG GM,16 OZ
6323,"convallis erat, eget tincidunt dui",National,CIGARETTES,CIGARETTES,,,2021-05-24 ,1,9.72,DRUG GM,523191 CTN
6324,vitae semper,National,PICKLES,PICKLE/RELISH/PKLD VEG,,,2020-10-19 ,1,13.22,GROCERY,16 OZ
6325,Donec consectetuer mauris id,National,VITAMIN - INDIVIDUAL,VITAMINS,,,2021-01-14 ,1,18.51,DRUG GM, 
6326,Quisque,National,MISC. HAIR CARE,HAIR CARE PRODUCTS,,,2021-03-24 ,1,26.98,DRUG GM, 
6327,"nulla ante, iaculis nec,",National,RTS SOUP: CHUNKY/HOMESTYLE ET,SOUP,,,2020-08-27 ,1,23.99,GROCERY,19 OZ
6328,"lacus. Nulla tincidunt, neque",Private,GREEN OLIVES,OLIVES,,,2021-05-22 ,1,51.53,GROCERY,4.75 OZ
6329,lectus sit,National,MAYBELLINE,MAKEUP AND TREATMENT,,,2021-06-04 ,1,90.07,COSMETICS, 
6330,In,National,SPICES & SEASONINGS,SPICES & EXTRACTS,,,2021-02-04 ,1,57.45,GROCERY,2.9 OZ
6331,"odio, auctor",National,PICKLES,PICKLE/RELISH/PKLD VEG,,,2021-01-08 ,1,17.93,GROCERY,16 OZ
6332,turpis vitae,National,FEEDING ACCESSORIES BOTTLES,INFANT CARE PRODUCTS,,,2021-03-09 ,1,63.66,DRUG GM,24 CT
6333,amet lorem,National,PROMOTIONAL,STATIONERY & SCHOOL SUPPLIES,,,2021-04-14 ,1,37.9,DRUG GM, 
6334,sapien molestie orci tincidunt,National,SEASONAL/NON-BASIC MERCH,STATIONERY & SCHOOL SUPPLIES,,,2020-07-05 ,1,93.52,DRUG GM, 
6335,"vitae, posuere at, velit.",National,POTATO CHIPS,BAG SNACKS,,,2020-11-26 ,1,17.64,GROCERY,16 OZ
6336,"Maecenas libero est, congue a,",National,SPORTS NUTRITION,FITNESS&DIET,,,2021-02-21 ,1,24.58,NUTRITION,20 OZ
6337,diam.,National,SPECIAL EVERYDAY,GREETING CARDS/WRAP/PARTY SPLY,,,2021-03-10 ,1,85.79,DRUG GM, 
6338,amet lorem semper,National,TAPE,STATIONERY & SCHOOL SUPPLIES,,,2020-07-11 ,1,21.33,DRUG GM, 
6339,senectus et netus et malesuada,National,BULK GLASSWARE,GLASSWARE & DINNERWARE,,,2021-03-22 ,1,85.04,DRUG GM,13 OZ
6340,"Aliquam tincidunt, nunc ac",Private,KIDS CEREAL,COLD CEREAL,,,2020-11-26 ,1,51.72,GROCERY,13 OZ
6341,ut eros,National,HAIR COMBS AND BRUSHES,HAIR CARE ACCESSORIES,,,2021-03-10 ,1,57.41,DRUG GM, 
6342,Quisque nonummy ipsum,National,VEGETABLES ALL OTHER,VEGETABLES - ALL OTHERS,,,2021-05-05 ,1,33.35,PRODUCE,10 LB
6343,"ullamcorper. Duis cursus, diam at",Private,VITAMIN - MULTIPLE COMBIN,VITAMINS,,,2021-03-21 ,1,43.58,DRUG GM, 
6344,Duis,National,DAIRY CASE 100% PURE JUICE - O,REFRGRATD JUICES/DRNKS,,,2021-03-29 ,1,92.23,GROCERY,128 OZ
6345,"neque tellus, imperdiet non, vestibulum",National,COLD AND FLU,COLD AND FLU,,,2021-03-20 ,1,96.14,DRUG GM, 
6346,euismod,National,MISC. HAIR & BEAUTY ACCESS.,HAIR CARE ACCESSORIES,,,2020-09-01 ,1,77.66,DRUG GM,1PK
6347,Curabitur egestas,National,FRZN BRD STICK/PORTON,SEAFOOD - FROZEN,,,2020-09-22 ,1,84,SEAFOOD-PCKGD,19 OZ
6348,sem molestie sodales.,National,SEASONAL CANDY BAGS NON-CHOCOL,CANDY - PACKAGED,,,2020-10-13 ,1,94.25,DRUG GM,13 OZ
6349,Aenean,Private,PINEAPPLE,FRUIT - SHELF STABLE,,,2020-07-20 ,1,19.04,GROCERY,8 OZ
6350,Sed auctor,National,ONE HOUR PROCESSING,OVERNIGHT PHOTOFINISHING,,,2020-08-03 ,1,60.39,DRUG GM, 
6351,"id, ante.",National,CONDENSED SOUP,SOUP,,,2020-08-21 ,1,56.75,GROCERY,10.5 OZ
6352,eu neque pellentesque,National,FASTENERS,STATIONERY & SCHOOL SUPPLIES,,,2020-10-28 ,1,53.3,DRUG GM, 
6353,mi. Duis,Private,COOKING BAGS WITH SPICES/SEASO,DRY SAUCES/GRAVY,,,2020-09-26 ,1,40.72,GROCERY,1.6 OZ
6354,id enim. Curabitur,National,CHIX: VALUE ADDED (HOT),CHICKEN/POULTRY,,,2021-05-08 ,1,9.48,DELI, 
6355,Duis at,National,ROLLS - PORK,BREAKFAST SAUSAGE/SANDWICHES,,,2020-08-15 ,1,5.52,MEAT-PCKGD,16 OZ
6356,"id,",Private,INSTANT OATMEAL,HOT CEREAL,,,2021-05-25 ,1,25.34,GROCERY,12 OZ
6357,aptent taciti sociosqu,Private,SAUCE MIXES GRAVY MIXES DRY,DRY SAUCES/GRAVY,,,2020-11-09 ,1,3.91,GROCERY,1.20 OZ
6358,"dui. Fusce aliquam,",Private,CHEWING GUM,CANDY - CHECKLANE,,,2021-02-01 ,1,77.78,DRUG GM, 
6359,"libero mauris,",National,GRATED CHEESE,CHEESE,,,2020-10-26 ,1,99.33,GROCERY,8 OZ
6360,imperdiet ornare. In,Private,GLAZED FRUITS,PROCESSED,,,2020-11-24 ,1,61.44,PRODUCE,8 OZ
6361,Curabitur massa. Vestibulum,National,TEA BAGS HERBAL & FLAVORED,TEAS,,,2020-12-23 ,1,55.49,GROCERY,10 CT
6362,in felis. Nulla tempor augue,National,RIBS,PORK,,,2021-01-20 ,1,54.69,MEAT, 
6363,"cursus luctus, ipsum",National,GRILL ACCESSORIES,SPRING/SUMMER SEASONAL,,,2020-10-30 ,1,47.27,DRUG GM, 
6364,"sed, est. Nunc laoreet lectus",National,MARGARINE  STICK,MARGARINES,,,2020-10-02 ,1,39.26,GROCERY,L    16 OZ
6365,dui. Fusce diam,National,SALAD DRESSING MIXES,SALD DRSNG/SNDWCH SPRD,,,2021-03-23 ,1,89.48,GROCERY,.6 OZ
6366,Class aptent,National,FRAMES,FILM AND CAMERA PRODUCTS,,,2020-11-07 ,1,8.52,DRUG GM, 
6367,malesuada,National,DAIRY CASE 100% PURE JUICE - O,REFRGRATD JUICES/DRNKS,,,2020-10-12 ,1,88.02,GROCERY,128 OZ
6368,congue. In scelerisque scelerisque,National,NOODLES DRY,DRY NOODLES/PASTA,,,2020-09-11 ,1,37.48,GROCERY,16 OZ
6369,diam.,Private,STRING CHEESE,CHEESE,,,2020-09-12 ,1,82.24,GROCERY,7.5 OZ
6370,odio tristique pharetra. Quisque ac,National,PARTY SEASONAL,GREETING CARDS/WRAP/PARTY SPLY,,,2020-09-12 ,1,5.38,DRUG GM,54X108IN
6371,non magna. Nam,National,IMPLEMENTS SETS,MAKEUP AND TREATMENT,,,2020-10-12 ,1,88.99,COSMETICS, 
6372,"lacus. Quisque imperdiet,",National,FACIAL SOAPS-SCRUBS-MASKS,HAND/BODY/FACIAL PRODUCTS,,,2021-01-09 ,1,86.9,DRUG GM,30 CT
6373,sit amet ante. Vivamus non,National,CENTRAL AMERICAN FOODS,HISPANIC,,,2021-05-25 ,1,64.7,GROCERY,2 OZ
6374,mollis,National,SPECIALTY COOKIES,COOKIES/CONES,,,2020-10-12 ,1,72.19,GROCERY,6 OZ
6375,"et, eros. Proin ultrices. Duis",National,SEAFOOD-MISC-SAUCES/MARIN-WET,SEAFOOD - MISC,,,2020-12-27 ,1,77.52,SEAFOOD-PCKGD,7.8 OZ
6376,adipiscing,Private,COUGH SYRP/LOZNG-DRP/XPCTRNT,COLD AND FLU,,,2021-03-09 ,1,17.59,DRUG GM,1 OZ
6377,convallis dolor. Quisque tincidunt,National,CEREAL - COLD,CEREAL/BREAKFAST,,,2020-09-10 ,1,22.22,NUTRITION,14 OZ
6378,vitae velit egestas lacinia. Sed,National,EXTERNAL,TURKEY,,,2021-05-02 ,1,60.63,MEAT, 
6379,commodo auctor velit.,National,SAUCE MIXES GRAVY MIXES DRY,DRY SAUCES/GRAVY,,,2020-06-30 ,1,91.85,GROCERY,2.75 OZ
6380,tristique,National,CAKE DECORS & ICING,BAKING NEEDS,,,2020-12-28 ,1,72.87,GROCERY, 
6381,habitant morbi tristique,Private,CHIX: ROTISSERIE (HOT),CHICKEN/POULTRY,,,2021-05-13 ,1,91.88,DELI, 
6382,ipsum non,National,POPULAR 1.5LT WINES,DOMESTIC WINE,,,2021-03-17 ,1,6.62,GROCERY,1.5 LTR
6383,purus ac tellus. Suspendisse,Private,FEEDING ACCESSORIES BOTTLES,INFANT CARE PRODUCTS,,,2020-07-22 ,1,15.95,DRUG GM, 
6384,sollicitudin commodo ipsum. Suspendisse non,Private,ADULT INCONTINENCE PADS,ADULT INCONTINENCE,,,2020-12-24 ,1,47.73,DRUG GM, 
6385,vitae risus. Duis a mi,National,POPULAR 750ML WINES,DOMESTIC WINE,,,2020-08-15 ,1,47.02,GROCERY,750 ML
6386,urna. Ut tincidunt vehicula risus.,Private,GRAVY CAN/GLASS,DRY SAUCES/GRAVY,,,2021-05-15 ,1,81.06,GROCERY,12 OZ
6387,id magna,National,SEAFOOD-FRE-OYSTERS-RAW,SEAFOOD-FRESH,,,2021-01-20 ,1,15.89,SEAFOOD, 
6388,eget tincidunt dui,National,POTATO CHIPS,BAG SNACKS,,,2021-05-14 ,1,89.66,GROCERY,10 OZ
6389,commodo auctor velit. Aliquam nisl.,National,MEATLESS/VEGETARIAN,BAKING,,,2020-12-18 ,1,70.11,NUTRITION,10 OZ
6390,"accumsan sed,",National,ETHNIC-MAGAZINE,MAGAZINE,,,2020-10-25 ,1,83.5,DRUG GM, 
6391,"at, velit. Cras lorem",National,CHOICE BEEF,BEEF,,,2021-03-24 ,1,43.13,MEAT, 
6392,magna. Sed eu,National,MUSHROOMS WHITE SLICED PKG,MUSHROOMS,,,2021-01-28 ,1,7.53,PRODUCE,8 OZ
6393,Donec,National,SPECIALTY COOKIES,COOKIES/CONES,,,2020-11-07 ,1,28.3,GROCERY,14.1 OZ
6394,"a, malesuada",National,FEM. HYGN. TAMPONS,FEMININE HYGIENE,,,2020-09-02 ,1,82.55,DRUG GM, 
6395,risus quis diam luctus lobortis.,Private,DIET CNTRL LIQS NUTRITIONAL,DIETARY AID PRODUCTS,,,2021-03-06 ,1,61.29,DRUG GM, 
6396,lobortis augue,National,COOKIES/SWEET GOODS,SNKS/CKYS/CRKR/CNDY,,,2021-03-06 ,1,63.31,NUTRITION,2.125 OZ
6397,cursus,National,PROMOTIONAL,STATIONERY & SCHOOL SUPPLIES,,,2021-05-26 ,1,97.12,DRUG GM, 
6398,"vulputate eu, odio.",National,RTS SOUP: CHUNKY/HOMESTYLE ET,SOUP,,,2021-04-10 ,1,76.94,GROCERY,19 OZ
6399,a odio semper cursus. Integer,Private,SPICES & SEASONINGS,SPICES & EXTRACTS,,,2020-09-26 ,1,81.33,GROCERY,2.5 OZ
6400,augue porttitor interdum. Sed auctor,National,PREMIUM 750ML WINES,DOMESTIC WINE,,,2020-12-29 ,1,35.5,GROCERY,750 ML
6401,tortor. Nunc commodo auctor,National,MACARONI DRY,DRY NOODLES/PASTA,,,2021-02-12 ,1,8.01,GROCERY,1 LB
6402,ante.,National,TOILET BOWL MANUAL,HOUSEHOLD CLEANG NEEDS,,,2021-05-21 ,1,34.48,GROCERY,24 OZ
6403,dolor. Fusce feugiat.,Private,FLUID MILK WHITE ONLY,FLUID MILK PRODUCTS,,,2020-07-03 ,1,85.2,GROCERY, 
6404,ultrices posuere cubilia Curae,National,WOMEN S GENERAL-MAGAZINE,MAGAZINE,,,2021-04-14 ,1,71.94,DRUG GM, 
6405,nec,National,SHOE CARE: LACES/POLISH/CLOT,SHOE CARE,,,2021-02-13 ,1,60.2,DRUG GM,30 IN
6406,luctus et,National,BAGELS,BAKED BREAD/BUNS/ROLLS,,,2020-10-16 ,1,79.77,GROCERY,22 OZ
6407,dolor. Fusce feugiat. Lorem,National,DAIRY CASE 100% PURE JUICE OTH,REFRGRATD JUICES/DRNKS,,,2020-12-13 ,1,38.17,GROCERY, 
6408,Suspendisse non leo. Vivamus,National,VITAMIN - INDIVIDUAL,VITAMINS,,,2021-04-29 ,1,58.41,DRUG GM,100 CT
6409,egestas ligula. Nullam feugiat,National,VITAMIN - MULTIPLE COMBIN,VITAMINS,,,2021-05-05 ,1,22.24,DRUG GM, 
6410,nunc id enim. Curabitur massa.,Private,CLOSET ORGNZRS: HNGRS/STORER,HARDWARE SUPPLIES,,,2020-07-01 ,1,63.21,DRUG GM, 
6411,cursus. Integer mollis.,National,HAND AND BODY LOTIONS,HAND/BODY/FACIAL PRODUCTS,,,2021-03-30 ,1,97.1,DRUG GM, 
6412,massa,National,PUDDING&GELATIN CUPS/CANS,DRY MIX DESSERTS,,,2020-12-31 ,1,85.76,GROCERY,12/3.5 OZ
6413,dignissim pharetra. Nam,National,PNUT BTR/JELLY,RESTRICTED DIET,,,2021-04-17 ,1,85.2,GROCERY,12 OZ
6414,elit,National,APPLES FUJI (BULK&BAG),APPLES,,,2020-09-24 ,1,88.82,PRODUCE,5 LB
6415,accumsan,National,COUPONS/STORE & MFG,COUPONS/STORE & MFG,,,2020-07-15 ,1,46.24,COUP/STR & MFG,22 OZ
6416,"sit amet, faucibus ut,",National,FROZEN FRUIT PIES  & COBBLERS,FROZEN PIE/DESSERTS,,,2020-09-02 ,1,42.1,GROCERY,37 OZ
6417,"pretium aliquet, metus urna convallis",National,CROSSWORDS/PUZZLES-MAGAZINE,MAGAZINE,,,2021-01-17 ,1,60.6,DRUG GM, 
6418,vestibulum massa rutrum magna. Cras,National,BABY DIAPERS,DIAPERS & DISPOSABLES,,,2021-02-26 ,1,62.89,DRUG GM,56 CT
